1, 68, 34.49
2, 68, 31.81
4, 68, 35.81
8, 68, 31.49
16, 68, 33.76
32, 68, 32.48
64, 68, 37.89
128, 68, 91.50
256, 68, 107.76
512, 68, 191.36
1024, 68, 254.69
2048, 68, 492.70
