1, 68, 29.13
2, 68, 30.73
4, 68, 37.55
8, 68, 36.24
16, 68, 35.94
32, 68, 51.82
64, 68, 37.09
128, 68, 81.16
256, 68, 94.94
512, 68, 171.38
1024, 68, 312.26
