16, 64, 17.76, 13.54
32, 64, 22.39, 13.69
64, 64, 17.65, 13.97
128, 64, 18.17, 14.08
256, 64, 19.86, 14.28
512, 64, 22.69, 14.75
1024, 64, 26.71, 17.38
2048, 64, 38.51, 21.67
