1, 1, 24.39
2, 1, 11.98
4, 1, 14.16
8, 1, 16.54
16, 1, 14.81
32, 1, 15.00
64, 1, 18.73
128, 1, 16.64
256, 1, 22.83
512, 1, 21.21
