1, 68, 32.80
2, 68, 99.79
4, 68, 49.84
8, 68, 35.11
16, 68, 8.83
32, 68, 7.35
64, 68, 6.77
128, 68, 7.37
256, 68, 12.30
512, 68, 25.92
1024, 68, 56.16
2048, 68, 58.37
