1, 1, 15.63
2, 1, 11.12
4, 1, 17.06
8, 1, 21.05
16, 1, 13.00
32, 1, 15.64
64, 1, 18.87
128, 1, 16.25
256, 1, 71.42
512, 1, 20.32
1024, 1, 17.99
2048, 1, 24.93
