1, 1, 19.88
2, 1, 19.39
4, 1, 19.31
8, 1, 19.83
16, 1, 34.74
32, 1, 20.17
64, 1, 20.11
128, 1, 25.88
256, 1, 24.20
512, 1, 80.53
1024, 1, 152.88
2048, 1, 58.56
