1, 64, 37.34
2, 64, 39.91
4, 64, 33.30
8, 64, 29.37
16, 64, 39.64
32, 64, 31.60
64, 64, 47.65
128, 64, 80.82
256, 64, 151.19
512, 64, 292.64
1024, 64, 966.56
2048, 64, 1417.07
