1, 64, 26.06
2, 64, 32.97
4, 64, 32.95
8, 64, 33.24
16, 64, 32.74
32, 64, 34.59
64, 64, 45.05
128, 64, 74.70
256, 64, 134.36
512, 64, 259.27
1024, 64, 646.28
2048, 64, 1116.00
