1, 1, 6.08
2, 1, 6.09
4, 1, 6.32
8, 1, 6.49
16, 1, 6.57
32, 1, 6.80
64, 1, 7.09
128, 1, 7.29
256, 1, 7.47
512, 1, 7.78
1024, 1, 9.21
2048, 1, 10.27
