1, 1, 28.78
2, 1, 25.42
4, 1, 34.34
8, 1, 29.32
16, 1, 31.05
32, 1, 19.15
64, 1, 20.60
128, 1, 20.70
256, 1, 22.23
512, 1, 28.21
1024, 1, 180.88
2048, 1, 57.39
