1, 1, 21.68
2, 1, 23.39
4, 1, 24.10
8, 1, 23.36
16, 1, 23.82
32, 1, 24.45
64, 1, 24.63
128, 1, 24.93
256, 1, 18.33
512, 1, 26.15
1024, 1, 35.45
2048, 1, 47.15
