1, 1, 20.26
2, 1, 19.00
4, 1, 17.57
8, 1, 17.81
16, 1, 17.97
32, 1, 17.70
64, 1, 18.49
128, 1, 19.08
256, 1, 19.68
512, 1, 21.98
1024, 1, 148.24
2048, 1, 52.02
