16, 64, 18.34, 12.19
32, 64, 18.84, 12.83
64, 64, 18.18, 13.72
128, 64, 17.73, 13.66
256, 64, 19.03, 18.61
512, 64, 21.83, 19.68
1024, 64, 31.49, 26.98
2048, 64, 36.92, 37.35
