16, 1, 18.53, 11.78
32, 1, 18.33, 11.72
64, 1, 18.65, 12.67
128, 1, 17.94, 12.02
256, 1, 19.53, 18.67
512, 1, 21.99, 18.51
1024, 1, 33.11, 19.87
2048, 1, 42.75, 25.64
